method,item_key,selected_count,selection_prob
reservoir,2025-03-04|ASML,2,0.004
reservoir,2025-03-04|INTC,3,0.006
reservoir,2025-03-04|META,1,0.002
reservoir,2025-03-04|MSFT,0,0.0
reservoir,2025-03-04|NVDA,6,0.012
reservoir,2025-03-04|ORCL,2,0.004
reservoir,2025-03-05|AAPL,1,0.002
reservoir,2025-03-05|AMD,0,0.0
reservoir,2025-03-05|ASML,1,0.002
reservoir,2025-03-05|INTC,6,0.012
reservoir,2025-03-05|META,3,0.006
reservoir,2025-03-05|MSFT,4,0.008
reservoir,2025-03-05|NVDA,1,0.002
reservoir,2025-03-05|ORCL,2,0.004
reservoir,2025-03-06|AAPL,3,0.006
reservoir,2025-03-06|AMD,0,0.0
reservoir,2025-03-06|ASML,1,0.002
reservoir,2025-03-06|INTC,3,0.006
reservoir,2025-03-06|META,5,0.01
reservoir,2025-03-06|MSFT,3,0.006
reservoir,2025-03-06|NVDA,3,0.006
reservoir,2025-03-06|ORCL,2,0.004
reservoir,2025-03-07|AAPL,2,0.004
reservoir,2025-03-07|AMD,5,0.01
reservoir,2025-03-07|ASML,2,0.004
reservoir,2025-03-07|INTC,2,0.004
reservoir,2025-03-07|META,1,0.002
reservoir,2025-03-07|MSFT,0,0.0
reservoir,2025-03-07|NVDA,2,0.004
reservoir,2025-03-07|ORCL,3,0.006
reservoir,2025-03-10|AAPL,2,0.004
reservoir,2025-03-10|AMD,2,0.004
reservoir,2025-03-10|ASML,0,0.0
reservoir,2025-03-10|INTC,4,0.008
reservoir,2025-03-10|META,3,0.006
reservoir,2025-03-10|MSFT,2,0.004
reservoir,2025-03-10|NVDA,2,0.004
reservoir,2025-03-10|ORCL,0,0.0
reservoir,2025-03-11|AAPL,2,0.004
reservoir,2025-03-11|AMD,2,0.004
reservoir,2025-03-11|ASML,2,0.004
reservoir,2025-03-11|INTC,1,0.002
reservoir,2025-03-11|META,2,0.004
reservoir,2025-03-11|MSFT,3,0.006
reservoir,2025-03-11|NVDA,2,0.004
reservoir,2025-03-11|ORCL,2,0.004
reservoir,2025-03-12|AAPL,2,0.004
reservoir,2025-03-12|AMD,2,0.004
reservoir,2025-03-12|ASML,4,0.008
reservoir,2025-03-12|INTC,3,0.006
reservoir,2025-03-12|META,1,0.002
reservoir,2025-03-12|MSFT,4,0.008
reservoir,2025-03-12|NVDA,1,0.002
reservoir,2025-03-12|ORCL,5,0.01
reservoir,2025-03-13|AAPL,3,0.006
reservoir,2025-03-13|AMD,1,0.002
reservoir,2025-03-13|ASML,3,0.006
reservoir,2025-03-13|INTC,6,0.012
reservoir,2025-03-13|META,4,0.008
reservoir,2025-03-13|MSFT,4,0.008
reservoir,2025-03-13|NVDA,2,0.004
reservoir,2025-03-13|ORCL,0,0.0
reservoir,2025-03-14|AAPL,1,0.002
reservoir,2025-03-14|AMD,2,0.004
reservoir,2025-03-14|ASML,2,0.004
reservoir,2025-03-14|INTC,1,0.002
reservoir,2025-03-14|META,1,0.002
reservoir,2025-03-14|MSFT,1,0.002
reservoir,2025-03-14|NVDA,1,0.002
reservoir,2025-03-14|ORCL,3,0.006
reservoir,2025-03-17|AAPL,1,0.002
reservoir,2025-03-17|AMD,1,0.002
reservoir,2025-03-17|ASML,2,0.004
reservoir,2025-03-17|INTC,3,0.006
reservoir,2025-03-17|META,7,0.014
reservoir,2025-03-17|MSFT,3,0.006
reservoir,2025-03-17|NVDA,1,0.002
reservoir,2025-03-17|ORCL,1,0.002
reservoir,2025-03-18|AAPL,1,0.002
reservoir,2025-03-18|AMD,3,0.006
reservoir,2025-03-18|ASML,0,0.0
reservoir,2025-03-18|INTC,3,0.006
reservoir,2025-03-18|META,2,0.004
reservoir,2025-03-18|MSFT,4,0.008
reservoir,2025-03-18|NVDA,1,0.002
reservoir,2025-03-18|ORCL,2,0.004
reservoir,2025-03-19|AAPL,3,0.006
reservoir,2025-03-19|AMD,5,0.01
reservoir,2025-03-19|ASML,3,0.006
reservoir,2025-03-19|INTC,2,0.004
reservoir,2025-03-19|META,4,0.008
reservoir,2025-03-19|MSFT,4,0.008
reservoir,2025-03-19|NVDA,4,0.008
reservoir,2025-03-19|ORCL,2,0.004
reservoir,2025-03-20|AAPL,2,0.004
reservoir,2025-03-20|AMD,2,0.004
reservoir,2025-03-20|ASML,3,0.006
reservoir,2025-03-20|INTC,1,0.002
reservoir,2025-03-20|META,3,0.006
reservoir,2025-03-20|MSFT,3,0.006
reservoir,2025-03-20|NVDA,2,0.004
reservoir,2025-03-20|ORCL,2,0.004
reservoir,2025-03-21|AAPL,5,0.01
reservoir,2025-03-21|AMD,3,0.006
reservoir,2025-03-21|ASML,1,0.002
reservoir,2025-03-21|INTC,4,0.008
reservoir,2025-03-21|META,4,0.008
reservoir,2025-03-21|MSFT,3,0.006
reservoir,2025-03-21|NVDA,4,0.008
reservoir,2025-03-21|ORCL,2,0.004
reservoir,2025-03-24|AAPL,3,0.006
reservoir,2025-03-24|AMD,8,0.016
reservoir,2025-03-24|ASML,3,0.006
reservoir,2025-03-24|INTC,2,0.004
reservoir,2025-03-24|META,2,0.004
reservoir,2025-03-24|MSFT,0,0.0
reservoir,2025-03-24|NVDA,5,0.01
reservoir,2025-03-24|ORCL,4,0.008
reservoir,2025-03-25|AAPL,3,0.006
reservoir,2025-03-25|AMD,2,0.004
reservoir,2025-03-25|ASML,7,0.014
reservoir,2025-03-25|INTC,3,0.006
reservoir,2025-03-25|META,4,0.008
reservoir,2025-03-25|MSFT,4,0.008
reservoir,2025-03-25|NVDA,1,0.002
reservoir,2025-03-25|ORCL,1,0.002
reservoir,2025-03-26|AAPL,1,0.002
reservoir,2025-03-26|AMD,0,0.0
reservoir,2025-03-26|ASML,4,0.008
reservoir,2025-03-26|INTC,2,0.004
reservoir,2025-03-26|META,2,0.004
reservoir,2025-03-26|MSFT,5,0.01
reservoir,2025-03-26|NVDA,1,0.002
reservoir,2025-03-26|ORCL,3,0.006
reservoir,2025-03-27|AAPL,3,0.006
reservoir,2025-03-27|AMD,1,0.002
reservoir,2025-03-27|ASML,1,0.002
reservoir,2025-03-27|INTC,1,0.002
reservoir,2025-03-27|META,2,0.004
reservoir,2025-03-27|MSFT,2,0.004
reservoir,2025-03-27|NVDA,1,0.002
reservoir,2025-03-27|ORCL,4,0.008
reservoir,2025-03-28|AAPL,2,0.004
reservoir,2025-03-28|AMD,3,0.006
reservoir,2025-03-28|ASML,3,0.006
reservoir,2025-03-28|INTC,3,0.006
reservoir,2025-03-28|META,2,0.004
reservoir,2025-03-28|MSFT,4,0.008
reservoir,2025-03-28|NVDA,1,0.002
reservoir,2025-03-28|ORCL,3,0.006
reservoir,2025-03-31|AAPL,2,0.004
reservoir,2025-03-31|AMD,3,0.006
reservoir,2025-03-31|ASML,5,0.01
reservoir,2025-03-31|INTC,5,0.01
reservoir,2025-03-31|META,1,0.002
reservoir,2025-03-31|MSFT,0,0.0
reservoir,2025-03-31|NVDA,1,0.002
reservoir,2025-03-31|ORCL,1,0.002
reservoir,2025-04-01|AAPL,1,0.002
reservoir,2025-04-01|AMD,1,0.002
reservoir,2025-04-01|ASML,2,0.004
reservoir,2025-04-01|INTC,2,0.004
reservoir,2025-04-01|META,1,0.002
reservoir,2025-04-01|MSFT,2,0.004
reservoir,2025-04-01|NVDA,4,0.008
reservoir,2025-04-01|ORCL,4,0.008
reservoir,2025-04-02|AAPL,1,0.002
reservoir,2025-04-02|AMD,1,0.002
reservoir,2025-04-02|ASML,1,0.002
reservoir,2025-04-02|INTC,1,0.002
reservoir,2025-04-02|META,1,0.002
reservoir,2025-04-02|MSFT,1,0.002
reservoir,2025-04-02|NVDA,2,0.004
reservoir,2025-04-02|ORCL,4,0.008
reservoir,2025-04-03|AAPL,1,0.002
reservoir,2025-04-03|AMD,6,0.012
reservoir,2025-04-03|ASML,4,0.008
reservoir,2025-04-03|INTC,2,0.004
reservoir,2025-04-03|META,0,0.0
reservoir,2025-04-03|MSFT,2,0.004
reservoir,2025-04-03|NVDA,6,0.012
reservoir,2025-04-03|ORCL,0,0.0
reservoir,2025-04-04|AAPL,2,0.004
reservoir,2025-04-04|AMD,4,0.008
reservoir,2025-04-04|ASML,3,0.006
reservoir,2025-04-04|INTC,3,0.006
reservoir,2025-04-04|META,5,0.01
reservoir,2025-04-04|MSFT,4,0.008
reservoir,2025-04-04|NVDA,4,0.008
reservoir,2025-04-04|ORCL,4,0.008
reservoir,2025-04-07|AAPL,3,0.006
reservoir,2025-04-07|AMD,5,0.01
reservoir,2025-04-07|ASML,5,0.01
reservoir,2025-04-07|INTC,6,0.012
reservoir,2025-04-07|META,3,0.006
reservoir,2025-04-07|MSFT,2,0.004
reservoir,2025-04-07|NVDA,4,0.008
reservoir,2025-04-07|ORCL,2,0.004
reservoir,2025-04-08|AAPL,2,0.004
reservoir,2025-04-08|AMD,6,0.012
reservoir,2025-04-08|ASML,3,0.006
reservoir,2025-04-08|INTC,5,0.01
reservoir,2025-04-08|META,2,0.004
reservoir,2025-04-08|MSFT,1,0.002
reservoir,2025-04-08|NVDA,0,0.0
reservoir,2025-04-08|ORCL,5,0.01
reservoir,2025-04-09|AAPL,1,0.002
reservoir,2025-04-09|AMD,6,0.012
reservoir,2025-04-09|ASML,1,0.002
reservoir,2025-04-09|INTC,0,0.0
reservoir,2025-04-09|META,0,0.0
reservoir,2025-04-09|MSFT,2,0.004
reservoir,2025-04-09|NVDA,1,0.002
reservoir,2025-04-09|ORCL,2,0.004
reservoir,2025-04-10|AAPL,2,0.004
reservoir,2025-04-10|AMD,2,0.004
reservoir,2025-04-10|ASML,2,0.004
reservoir,2025-04-10|INTC,7,0.014
reservoir,2025-04-10|META,1,0.002
reservoir,2025-04-10|MSFT,2,0.004
reservoir,2025-04-10|NVDA,4,0.008
reservoir,2025-04-10|ORCL,1,0.002
reservoir,2025-04-11|AAPL,3,0.006
reservoir,2025-04-11|AMD,2,0.004
reservoir,2025-04-11|ASML,3,0.006
reservoir,2025-04-11|INTC,1,0.002
reservoir,2025-04-11|META,1,0.002
reservoir,2025-04-11|MSFT,2,0.004
reservoir,2025-04-11|NVDA,2,0.004
reservoir,2025-04-11|ORCL,2,0.004
reservoir,2025-04-14|AAPL,2,0.004
reservoir,2025-04-14|AMD,1,0.002
reservoir,2025-04-14|ASML,2,0.004
reservoir,2025-04-14|INTC,4,0.008
reservoir,2025-04-14|META,3,0.006
reservoir,2025-04-14|MSFT,1,0.002
reservoir,2025-04-14|NVDA,2,0.004
reservoir,2025-04-14|ORCL,6,0.012
reservoir,2025-04-15|AAPL,3,0.006
reservoir,2025-04-15|AMD,3,0.006
reservoir,2025-04-15|ASML,1,0.002
reservoir,2025-04-15|INTC,4,0.008
reservoir,2025-04-15|META,0,0.0
reservoir,2025-04-15|MSFT,3,0.006
reservoir,2025-04-15|NVDA,1,0.002
reservoir,2025-04-15|ORCL,2,0.004
reservoir,2025-04-16|AAPL,3,0.006
reservoir,2025-04-16|AMD,3,0.006
reservoir,2025-04-16|ASML,2,0.004
reservoir,2025-04-16|INTC,5,0.01
reservoir,2025-04-16|META,1,0.002
reservoir,2025-04-16|MSFT,2,0.004
reservoir,2025-04-16|NVDA,1,0.002
reservoir,2025-04-16|ORCL,2,0.004
reservoir,2025-04-17|AAPL,0,0.0
reservoir,2025-04-17|AMD,3,0.006
reservoir,2025-04-17|ASML,3,0.006
reservoir,2025-04-17|INTC,4,0.008
reservoir,2025-04-17|META,6,0.012
reservoir,2025-04-17|MSFT,0,0.0
reservoir,2025-04-17|NVDA,5,0.01
reservoir,2025-04-17|ORCL,5,0.01
reservoir,2025-04-21|AAPL,1,0.002
reservoir,2025-04-21|AMD,3,0.006
reservoir,2025-04-21|ASML,1,0.002
reservoir,2025-04-21|INTC,1,0.002
reservoir,2025-04-21|META,1,0.002
reservoir,2025-04-21|MSFT,3,0.006
reservoir,2025-04-21|NVDA,1,0.002
reservoir,2025-04-21|ORCL,2,0.004
reservoir,2025-04-22|AAPL,2,0.004
reservoir,2025-04-22|AMD,0,0.0
reservoir,2025-04-22|ASML,1,0.002
reservoir,2025-04-22|INTC,1,0.002
reservoir,2025-04-22|META,2,0.004
reservoir,2025-04-22|MSFT,4,0.008
reservoir,2025-04-22|NVDA,1,0.002
reservoir,2025-04-22|ORCL,2,0.004
reservoir,2025-04-23|AAPL,1,0.002
reservoir,2025-04-23|AMD,4,0.008
reservoir,2025-04-23|ASML,3,0.006
reservoir,2025-04-23|INTC,2,0.004
reservoir,2025-04-23|META,1,0.002
reservoir,2025-04-23|MSFT,4,0.008
reservoir,2025-04-23|NVDA,2,0.004
reservoir,2025-04-23|ORCL,4,0.008
reservoir,2025-04-24|AAPL,2,0.004
reservoir,2025-04-24|AMD,2,0.004
reservoir,2025-04-24|ASML,3,0.006
reservoir,2025-04-24|INTC,3,0.006
reservoir,2025-04-24|META,2,0.004
reservoir,2025-04-24|MSFT,4,0.008
reservoir,2025-04-24|NVDA,4,0.008
reservoir,2025-04-24|ORCL,2,0.004
reservoir,2025-04-25|AAPL,3,0.006
reservoir,2025-04-25|AMD,2,0.004
reservoir,2025-04-25|ASML,2,0.004
reservoir,2025-04-25|INTC,0,0.0
reservoir,2025-04-25|META,3,0.006
reservoir,2025-04-25|MSFT,3,0.006
reservoir,2025-04-25|NVDA,4,0.008
reservoir,2025-04-25|ORCL,3,0.006
reservoir,2025-04-28|AAPL,4,0.008
reservoir,2025-04-28|AMD,4,0.008
reservoir,2025-04-28|ASML,1,0.002
reservoir,2025-04-28|INTC,1,0.002
reservoir,2025-04-28|META,2,0.004
reservoir,2025-04-28|MSFT,3,0.006
reservoir,2025-04-28|NVDA,3,0.006
reservoir,2025-04-28|ORCL,1,0.002
reservoir,2025-04-29|AAPL,3,0.006
reservoir,2025-04-29|AMD,4,0.008
reservoir,2025-04-29|ASML,3,0.006
reservoir,2025-04-29|INTC,2,0.004
reservoir,2025-04-29|META,4,0.008
reservoir,2025-04-29|MSFT,3,0.006
reservoir,2025-04-29|NVDA,1,0.002
reservoir,2025-04-29|ORCL,3,0.006
reservoir,2025-04-30|AAPL,3,0.006
reservoir,2025-04-30|AMD,2,0.004
reservoir,2025-04-30|ASML,2,0.004
reservoir,2025-04-30|INTC,2,0.004
reservoir,2025-04-30|META,3,0.006
reservoir,2025-04-30|MSFT,1,0.002
reservoir,2025-04-30|NVDA,1,0.002
reservoir,2025-04-30|ORCL,1,0.002
reservoir,2025-05-01|AAPL,0,0.0
reservoir,2025-05-01|AMD,4,0.008
reservoir,2025-05-01|ASML,2,0.004
reservoir,2025-05-01|INTC,3,0.006
reservoir,2025-05-01|META,1,0.002
reservoir,2025-05-01|MSFT,0,0.0
reservoir,2025-05-01|NVDA,3,0.006
reservoir,2025-05-01|ORCL,4,0.008
reservoir,2025-05-02|AAPL,0,0.0
reservoir,2025-05-02|AMD,1,0.002
reservoir,2025-05-02|ASML,2,0.004
reservoir,2025-05-02|INTC,3,0.006
reservoir,2025-05-02|META,0,0.0
reservoir,2025-05-02|MSFT,2,0.004
reservoir,2025-05-02|NVDA,4,0.008
reservoir,2025-05-02|ORCL,3,0.006
reservoir,2025-05-05|AAPL,3,0.006
reservoir,2025-05-05|AMD,4,0.008
reservoir,2025-05-05|ASML,1,0.002
reservoir,2025-05-05|INTC,2,0.004
reservoir,2025-05-05|META,2,0.004
reservoir,2025-05-05|MSFT,4,0.008
reservoir,2025-05-05|NVDA,6,0.012
reservoir,2025-05-05|ORCL,2,0.004
reservoir,2025-05-06|AAPL,2,0.004
reservoir,2025-05-06|AMD,6,0.012
reservoir,2025-05-06|ASML,3,0.006
reservoir,2025-05-06|INTC,2,0.004
reservoir,2025-05-06|META,2,0.004
reservoir,2025-05-06|MSFT,3,0.006
reservoir,2025-05-06|NVDA,1,0.002
reservoir,2025-05-06|ORCL,2,0.004
reservoir,2025-05-07|AAPL,4,0.008
reservoir,2025-05-07|AMD,1,0.002
reservoir,2025-05-07|ASML,2,0.004
reservoir,2025-05-07|INTC,3,0.006
reservoir,2025-05-07|META,0,0.0
reservoir,2025-05-07|MSFT,1,0.002
reservoir,2025-05-07|NVDA,2,0.004
reservoir,2025-05-07|ORCL,0,0.0
reservoir,2025-05-08|AAPL,2,0.004
reservoir,2025-05-08|AMD,3,0.006
reservoir,2025-05-08|ASML,1,0.002
reservoir,2025-05-08|INTC,2,0.004
reservoir,2025-05-08|META,2,0.004
reservoir,2025-05-08|MSFT,3,0.006
reservoir,2025-05-08|NVDA,1,0.002
reservoir,2025-05-08|ORCL,0,0.0
reservoir,2025-05-09|AAPL,0,0.0
reservoir,2025-05-09|AMD,1,0.002
reservoir,2025-05-09|ASML,4,0.008
reservoir,2025-05-09|INTC,5,0.01
reservoir,2025-05-09|META,2,0.004
reservoir,2025-05-09|MSFT,6,0.012
reservoir,2025-05-09|NVDA,7,0.014
reservoir,2025-05-09|ORCL,2,0.004
reservoir,2025-05-12|AAPL,3,0.006
reservoir,2025-05-12|AMD,1,0.002
reservoir,2025-05-12|ASML,2,0.004
reservoir,2025-05-12|INTC,4,0.008
reservoir,2025-05-12|META,1,0.002
reservoir,2025-05-12|MSFT,2,0.004
reservoir,2025-05-12|NVDA,1,0.002
reservoir,2025-05-12|ORCL,3,0.006
reservoir,2025-05-13|AAPL,3,0.006
reservoir,2025-05-13|AMD,2,0.004
reservoir,2025-05-13|ASML,2,0.004
reservoir,2025-05-13|INTC,2,0.004
reservoir,2025-05-13|META,2,0.004
reservoir,2025-05-13|MSFT,3,0.006
reservoir,2025-05-13|NVDA,1,0.002
reservoir,2025-05-13|ORCL,2,0.004
reservoir,2025-05-14|AAPL,3,0.006
reservoir,2025-05-14|AMD,2,0.004
reservoir,2025-05-14|ASML,3,0.006
reservoir,2025-05-14|INTC,1,0.002
reservoir,2025-05-14|META,1,0.002
reservoir,2025-05-14|MSFT,2,0.004
reservoir,2025-05-14|NVDA,5,0.01
reservoir,2025-05-14|ORCL,2,0.004
reservoir,2025-05-15|AAPL,1,0.002
reservoir,2025-05-15|AMD,4,0.008
reservoir,2025-05-15|ASML,5,0.01
reservoir,2025-05-15|INTC,2,0.004
reservoir,2025-05-15|META,0,0.0
reservoir,2025-05-15|MSFT,3,0.006
reservoir,2025-05-15|NVDA,3,0.006
reservoir,2025-05-15|ORCL,4,0.008
reservoir,2025-05-16|AAPL,2,0.004
reservoir,2025-05-16|AMD,3,0.006
reservoir,2025-05-16|ASML,1,0.002
reservoir,2025-05-16|INTC,1,0.002
reservoir,2025-05-16|META,1,0.002
reservoir,2025-05-16|MSFT,3,0.006
reservoir,2025-05-16|NVDA,2,0.004
reservoir,2025-05-16|ORCL,4,0.008
reservoir,2025-05-19|AAPL,1,0.002
reservoir,2025-05-19|AMD,1,0.002
reservoir,2025-05-19|ASML,5,0.01
reservoir,2025-05-19|INTC,1,0.002
reservoir,2025-05-19|META,3,0.006
reservoir,2025-05-19|MSFT,3,0.006
reservoir,2025-05-19|NVDA,2,0.004
reservoir,2025-05-19|ORCL,6,0.012
reservoir,2025-05-20|AAPL,2,0.004
reservoir,2025-05-20|AMD,1,0.002
reservoir,2025-05-20|ASML,2,0.004
reservoir,2025-05-20|INTC,1,0.002
reservoir,2025-05-20|META,2,0.004
reservoir,2025-05-20|MSFT,1,0.002
reservoir,2025-05-20|NVDA,3,0.006
reservoir,2025-05-20|ORCL,1,0.002
reservoir,2025-05-21|AAPL,2,0.004
reservoir,2025-05-21|AMD,3,0.006
reservoir,2025-05-21|ASML,6,0.012
reservoir,2025-05-21|INTC,2,0.004
reservoir,2025-05-21|META,3,0.006
reservoir,2025-05-21|MSFT,3,0.006
reservoir,2025-05-21|NVDA,3,0.006
reservoir,2025-05-21|ORCL,1,0.002
reservoir,2025-05-22|AAPL,2,0.004
reservoir,2025-05-22|AMD,4,0.008
reservoir,2025-05-22|ASML,3,0.006
reservoir,2025-05-22|INTC,2,0.004
reservoir,2025-05-22|META,3,0.006
reservoir,2025-05-22|MSFT,1,0.002
reservoir,2025-05-22|NVDA,0,0.0
reservoir,2025-05-22|ORCL,1,0.002
reservoir,2025-05-23|AAPL,1,0.002
reservoir,2025-05-23|AMD,4,0.008
reservoir,2025-05-23|ASML,3,0.006
reservoir,2025-05-23|INTC,1,0.002
reservoir,2025-05-23|META,3,0.006
reservoir,2025-05-23|MSFT,2,0.004
reservoir,2025-05-23|NVDA,2,0.004
reservoir,2025-05-23|ORCL,0,0.0
reservoir,2025-05-27|AAPL,9,0.018
reservoir,2025-05-27|AMD,6,0.012
reservoir,2025-05-27|ASML,2,0.004
reservoir,2025-05-27|INTC,4,0.008
reservoir,2025-05-27|META,1,0.002
reservoir,2025-05-27|MSFT,1,0.002
reservoir,2025-05-27|NVDA,2,0.004
reservoir,2025-05-27|ORCL,0,0.0
reservoir,2025-05-28|AAPL,0,0.0
reservoir,2025-05-28|AMD,1,0.002
reservoir,2025-05-28|ASML,1,0.002
reservoir,2025-05-28|INTC,4,0.008
reservoir,2025-05-28|META,2,0.004
reservoir,2025-05-28|MSFT,1,0.002
reservoir,2025-05-28|NVDA,4,0.008
reservoir,2025-05-28|ORCL,2,0.004
reservoir,2025-05-29|AAPL,2,0.004
reservoir,2025-05-29|AMD,3,0.006
reservoir,2025-05-29|ASML,2,0.004
reservoir,2025-05-29|INTC,4,0.008
reservoir,2025-05-29|META,1,0.002
reservoir,2025-05-29|MSFT,6,0.012
reservoir,2025-05-29|NVDA,0,0.0
reservoir,2025-05-29|ORCL,1,0.002
reservoir,2025-05-30|AAPL,2,0.004
reservoir,2025-05-30|AMD,2,0.004
reservoir,2025-05-30|ASML,2,0.004
reservoir,2025-05-30|INTC,3,0.006
reservoir,2025-05-30|META,4,0.008
reservoir,2025-05-30|MSFT,0,0.0
reservoir,2025-05-30|NVDA,2,0.004
reservoir,2025-05-30|ORCL,1,0.002
reservoir,2025-06-02|AAPL,7,0.014
reservoir,2025-06-02|AMD,1,0.002
reservoir,2025-06-02|ASML,1,0.002
reservoir,2025-06-02|INTC,4,0.008
reservoir,2025-06-02|META,2,0.004
reservoir,2025-06-02|MSFT,8,0.016
reservoir,2025-06-02|NVDA,4,0.008
reservoir,2025-06-02|ORCL,2,0.004
reservoir,2025-06-03|AAPL,2,0.004
reservoir,2025-06-03|AMD,1,0.002
reservoir,2025-06-03|ASML,4,0.008
reservoir,2025-06-03|INTC,4,0.008
reservoir,2025-06-03|META,1,0.002
reservoir,2025-06-03|MSFT,1,0.002
reservoir,2025-06-03|NVDA,3,0.006
reservoir,2025-06-03|ORCL,4,0.008
reservoir,2025-06-04|AAPL,4,0.008
reservoir,2025-06-04|AMD,5,0.01
reservoir,2025-06-04|ASML,0,0.0
reservoir,2025-06-04|INTC,3,0.006
reservoir,2025-06-04|META,1,0.002
reservoir,2025-06-04|MSFT,0,0.0
reservoir,2025-06-04|NVDA,3,0.006
reservoir,2025-06-04|ORCL,5,0.01
reservoir,2025-06-05|AAPL,3,0.006
reservoir,2025-06-05|AMD,5,0.01
reservoir,2025-06-05|ASML,5,0.01
reservoir,2025-06-05|INTC,1,0.002
reservoir,2025-06-05|META,2,0.004
reservoir,2025-06-05|MSFT,6,0.012
reservoir,2025-06-05|NVDA,3,0.006
reservoir,2025-06-05|ORCL,4,0.008
reservoir,2025-06-06|AAPL,1,0.002
reservoir,2025-06-06|AMD,0,0.0
reservoir,2025-06-06|ASML,2,0.004
reservoir,2025-06-06|INTC,3,0.006
reservoir,2025-06-06|META,1,0.002
reservoir,2025-06-06|MSFT,4,0.008
reservoir,2025-06-06|NVDA,3,0.006
reservoir,2025-06-06|ORCL,3,0.006
reservoir,2025-06-09|AAPL,4,0.008
reservoir,2025-06-09|AMD,3,0.006
reservoir,2025-06-09|ASML,1,0.002
reservoir,2025-06-09|INTC,1,0.002
reservoir,2025-06-09|META,4,0.008
reservoir,2025-06-09|MSFT,3,0.006
reservoir,2025-06-09|NVDA,3,0.006
reservoir,2025-06-09|ORCL,2,0.004
reservoir,2025-06-10|AAPL,1,0.002
reservoir,2025-06-10|AMD,5,0.01
reservoir,2025-06-10|ASML,5,0.01
reservoir,2025-06-10|INTC,1,0.002
reservoir,2025-06-10|META,2,0.004
reservoir,2025-06-10|MSFT,2,0.004
reservoir,2025-06-10|NVDA,5,0.01
reservoir,2025-06-10|ORCL,1,0.002
reservoir,2025-06-11|AAPL,4,0.008
reservoir,2025-06-11|AMD,3,0.006
reservoir,2025-06-11|ASML,2,0.004
reservoir,2025-06-11|INTC,1,0.002
reservoir,2025-06-11|META,4,0.008
reservoir,2025-06-11|MSFT,1,0.002
reservoir,2025-06-11|NVDA,2,0.004
reservoir,2025-06-11|ORCL,1,0.002
reservoir,2025-06-12|AAPL,2,0.004
reservoir,2025-06-12|AMD,3,0.006
reservoir,2025-06-12|ASML,3,0.006
reservoir,2025-06-12|INTC,3,0.006
reservoir,2025-06-12|META,2,0.004
reservoir,2025-06-12|MSFT,4,0.008
reservoir,2025-06-12|NVDA,3,0.006
reservoir,2025-06-12|ORCL,3,0.006
reservoir,2025-06-13|AAPL,2,0.004
reservoir,2025-06-13|AMD,2,0.004
reservoir,2025-06-13|ASML,2,0.004
reservoir,2025-06-13|INTC,2,0.004
reservoir,2025-06-13|META,3,0.006
reservoir,2025-06-13|MSFT,3,0.006
reservoir,2025-06-13|NVDA,4,0.008
reservoir,2025-06-13|ORCL,1,0.002
reservoir,2025-06-16|AAPL,1,0.002
reservoir,2025-06-16|AMD,4,0.008
reservoir,2025-06-16|ASML,3,0.006
reservoir,2025-06-16|INTC,1,0.002
reservoir,2025-06-16|META,3,0.006
reservoir,2025-06-16|MSFT,4,0.008
reservoir,2025-06-16|NVDA,1,0.002
reservoir,2025-06-16|ORCL,10,0.02
reservoir,2025-06-17|AAPL,2,0.004
reservoir,2025-06-17|AMD,1,0.002
reservoir,2025-06-17|ASML,5,0.01
reservoir,2025-06-17|INTC,1,0.002
reservoir,2025-06-17|META,4,0.008
reservoir,2025-06-17|MSFT,2,0.004
reservoir,2025-06-17|NVDA,1,0.002
reservoir,2025-06-17|ORCL,7,0.014
reservoir,2025-06-18|AAPL,5,0.01
reservoir,2025-06-18|AMD,2,0.004
reservoir,2025-06-18|ASML,1,0.002
reservoir,2025-06-18|INTC,4,0.008
reservoir,2025-06-18|META,1,0.002
reservoir,2025-06-18|MSFT,2,0.004
reservoir,2025-06-18|NVDA,5,0.01
reservoir,2025-06-18|ORCL,0,0.0
reservoir,2025-06-20|AAPL,3,0.006
reservoir,2025-06-20|AMD,2,0.004
reservoir,2025-06-20|ASML,2,0.004
reservoir,2025-06-20|INTC,3,0.006
reservoir,2025-06-20|META,1,0.002
reservoir,2025-06-20|MSFT,3,0.006
reservoir,2025-06-20|NVDA,7,0.014
reservoir,2025-06-20|ORCL,0,0.0
reservoir,2025-06-23|AAPL,6,0.012
reservoir,2025-06-23|AMD,3,0.006
reservoir,2025-06-23|ASML,3,0.006
reservoir,2025-06-23|INTC,0,0.0
reservoir,2025-06-23|META,4,0.008
reservoir,2025-06-23|MSFT,1,0.002
reservoir,2025-06-23|NVDA,3,0.006
reservoir,2025-06-23|ORCL,2,0.004
reservoir,2025-06-24|AAPL,3,0.006
reservoir,2025-06-24|AMD,2,0.004
reservoir,2025-06-24|ASML,1,0.002
reservoir,2025-06-24|INTC,1,0.002
reservoir,2025-06-24|META,1,0.002
reservoir,2025-06-24|MSFT,6,0.012
reservoir,2025-06-24|NVDA,1,0.002
reservoir,2025-06-24|ORCL,2,0.004
reservoir,2025-06-25|AAPL,4,0.008
reservoir,2025-06-25|AMD,3,0.006
reservoir,2025-06-25|ASML,1,0.002
reservoir,2025-06-25|INTC,0,0.0
reservoir,2025-06-25|META,4,0.008
reservoir,2025-06-25|MSFT,0,0.0
